INTERACTOR_1	INTERACTOR_2
co668	co815
co10518	co3744
co1842	co2016
co7127	co628
co8492	co527
co7980	co3424
co8084	co1481
co440	co439
co1493	co216
co955	co661
co9173	co261
co6204	co5708
co2617	co3231
co4310	co1244
co4638	co1014
co62	co5080
co7983	co1024
co7161	co5830
co2156	co3066
co10739	co2576
co6194	co3022
co6584	co1664
co5655	co136
co1098	co7260
co2110	co1337
co631	co3556
co10539	co3952
co1664	co7843
co9131	co3615
co1270	co668
co55	co483
co3702	co5510
co768	co3785
co54	co10268
co53	co923
co7597	co1434
co183	co222
co2239	co2282
co1771	co1368
co8867	co1426
co4971	co77
co1045	co1898
co8927	co4877
co1312	co509
co467	co4178
co7649	co7325
co6867	co231
co5139	co1316
co8679	co1489
co356	co7313
co3183	co6414
co2876	co8
co5366	co1183
co9823	co2618
co15	co2204
co2527	co7205
co9406	co4348
co5604	co697
co11295	co1532
co700	co247
co1309	co3403
co12331	co12139
co13190	co1241
co4562	co11824
co1301	co169
co3134	co2927
co3172	co3598
co2865	co2486
co436	co112
co1902	co230
co8958	co1399
co1195	co8226
co2020	co9923
co10171	co3669
co160	co4314
co7185	co827
co4773	co1324
co3501	co2736
co3127	co3720
co14313	co958
co251	co28
co9806	co2458
co509	co3914
co6993	co1636
co7256	co3197
co5961	co2461
co1110	co4908
co14314	co549
co9300	co7366
co6134	co1468
co2419	co4779
co925	co4604
co3598	co2461
co9924	co104
co4105	co5228
co2746	co6817
co14315	co10029
co7415	co3311
co25	co4037
co4204	co92
co7116	co112
co1310	co8
co3304	co1049
co2866	co5366
co2298	co2201
co1356	co439
co4688	co5308
co9503	co319
co447	co1282
co481	co8401
co2232	co1724
co2474	co7
co9871	co4359
co3219	co622
co1015	co509
co297	co10105
co10979	co2048
co5002	co2886
co4007	co3413
co706	co4141
co1698	co902
co37	co500
co5217	co2061
co11608	co1671
co3616	co11311
co4508	co1975
co336	co3376
co13861	co1674
co2982	co353
co2882	co1318
co5111	co702
co5571	co8092
co3376	co526
co3954	co7260
co3184	co2568
co761	co4271
co24	co1843
co694	co8223
co5691	co467
co4410	co121
co6173	co6824
co5072	co1063
co862	co4320
co5424	co278
co1032	co2287
co979	co13114
co3116	co104
co2604	co7168
co8958	co617
co10869	co14316
co1458	co4258
co6211	co3376
co362	co1697
co1117	co6264
co9384	co1604
co1215	co3042
co5787	co4326
co542	co1966
co2503	co1761
co6995	co1627
co7248	co2091
co12379	co43
co2588	co10106
co977	co3741
co1845	co9923
co1181	co583
co213	co706
co7902	co8199
co25	co8609
co467	co5760
co3819	co2100
co286	co10158
co7518	co1349
co431	co364
co631	co663
co3231	co5569
co1899	co5108
co1738	co4083
co2503	co4039
co2072	co237
co3492	co4125
co4240	co3603
co3650	co2909
co3427	co965
co9637	co3763
co2104	co513
co3196	co218
co2456	co8209
co5627	co6427
co7339	co1381
co1349	co2904
co1560	co7362
co1489	co6825
co10069	co2976
co4638	co428
co3726	co1891
co516	co508
co9803	co6914
co1283	co6651
co9203	co1743
co9003	co353
co929	co4355
co9336	co1340
co7086	co4325
co388	co1460
co5379	co3999
co2383	co221
co4250	co1622
co4801	co6033
co5458	co8375
co205	co7649
co4697	co3535
co3317	co2710
co467	co5261
co2237	co331
co2867	co5361
co67	co7677
co1732	co93
co5907	co1211
co1162	co341
co3143	co1423
co9595	co3424
co4020	co668
co9428	co1077
co2382	co4306
co1482	co1007
co2382	co546
co3636	co11733
co3356	co6965
co9798	co6042
co5525	co7114
co12998	co504
co2935	co971
co193	co4435
co2099	co2292
co9149	co2659
co7131	co850
co3581	co8285
co5739	co6800
co4137	co5672
co5907	co5164
co2227	co12552
co422	co4458
co647	co4955
co3498	co10890
co8624	co1491
co6954	co738
co443	co1337
co5407	co3615
co28	co543
co2844	co898
co2574	co906
co1989	co1548
co1149	co526
co2195	co5458
co2759	co549
co1940	co7711
co4453	co1037
co5394	co1105
co8379	co435
co509	co1831
co373	co1910
co2072	co2299
co1157	co38
co11592	co4841
co6015	co4325
co3718	co1290
co5334	co5372
co710	co539
co3445	co668
co2241	co43
co6792	co5715
co6108	co570
co737	co2372
co1746	co1966
co642	co8683
co5996	co6994
co360	co4348
co1810	co5322
co1957	co3573
co7529	co4820
co2383	co3497
co3676	co54
co1269	co2592
co1302	co1697
co4302	co6356
co5394	co353
co1114	co2691
co7229	co6074
co1751	co2473
co1862	co7789
co4543	co1405
co3154	co3441
co9333	co196
co8444	co13915
co1371	co3310
co3304	co454
co8412	co5341
co5950	co2479
co3569	co4043
co3422	co7193
co2795	co4476
co5214	co1875
co4836	co2767
co4688	co2123
co1439	co2124
co195	co3659
co4697	co6517
co1968	co6691
co5874	co3004
co4970	co6773
co945	co3799
co1441	co324
co3846	co1166
co1360	co9773
co725	co706
co2845	co11153
co375	co2898
co5673	co1337
co5516	co141
co932	co2628
co92	co2915
co2161	co4092
co4105	co2906
co1705	co136
co358	co13547
co107	co3299
co5030	co144
co3576	co5870
co432	co2619
co4085	co104
co283	co1931
co748	co5238
co3280	co7533
co7527	co1612
co1746	co12067
co8216	co1157
co5505	co2596
co2526	co6981
co6875	co165
co8413	co7977
co6640	co5700
co1309	co210
co958	co4739
co595	co5619
co1361	co1273
co2081	co2163
co6219	co2691
co1215	co825
co7980	co3208
co631	co9333
co8168	co202
co886	co2123
co3936	co5870
co2397	co10115
co2680	co6441
co1685	co1570
co324	co3583
co2902	co1931
co247	co11994
co2705	co2915
co10969	co556
co7914	co1091
co398	co165
co1234	co7665
co1796	co5353
co872	co3286
co67	co5174
co6113	co795
co4	co14317
co1254	co2553
co579	co2204
co1531	co2971
co10846	co165
co8795	co2260
co594	co613
co1876	co5010
co1243	co2087
co7830	co3369
co5010	co4535
co1957	co5130
co7228	co8094
co25	co9582
co1233	co104
co1717	co5878
co501	co1460
co537	co6193
co1019	co537
co5043	co14318
co3700	co2936
co2695	co7310
co1732	co11824
co1431	co3020
co1460	co1132
co1361	co7054
co12075	co7752
co956	co2830
co5796	co1854
co890	co2087
co14319	co6975
co3833	co5208
co3736	co1501
co3343	co3301
co324	co3198
co165	co1931
co9181	co2173
co513	co5910
co1414	co7675
co4053	co3341
co1163	co8409
co6196	co3846
co3905	co3516
co653	co11073
co2527	co4832
co1360	co3893
co838	co4707
co5536	co1910
co5921	co5390
co498	co529
co3155	co114
co3902	co10161
co2481	co1546
co3224	co515
co1541	co4275
co3656	co7402
co5607	co668
co200	co828
co40	co2046
co3683	co165
co5077	co1368
co4056	co1524
co7165	co2244
co300	co6261
co4427	co1013
co8771	co1001
co3974	co1028
co2845	co2446
co8444	co9885
co4604	co509
co3593	co7281
co1482	co104
co3369	co775
co67	co8593
co10054	co11807
co4785	co5584
co710	co11973
co165	co5437
co6844	co10499
co1067	co4965
co5818	co1550
co1432	co178
co8318	co12250
co8552	co1761
co7269	co511
co9132	co1247
co8892	co4841
co5494	co4254
co5118	co353
co3838	co1854
co2407	co6373
co8969	co12436
co472	co5870
co3976	co104
co262	co2421
co10070	co12389
co2670	co7224
co7739	co7041
co566	co46
co3751	co141
co6966	co11719
co1482	co2134
co6148	co10725
co3162	co229
co954	co11818
co11254	co543
co8363	co6815
co10313	co2702
co2055	co1079
co2957	co1323
co3621	co725
co524	co5910
co1237	co5508
co3835	co1726
co1388	co904
co1543	co165
co2285	co1150
co1269	co4598
co6691	co1173
co1458	co4611
co2758	co1339
co8741	co1118
co6672	co3656
co5514	co6531
co480	co815
co8277	co247
co2401	co974
co1593	co2941
co355	co303
co2600	co2659
co7243	co6466
co4202	co8325
co10230	co3615
co9062	co289
co1847	co104
co402	co652
co5370	co2096
co3252	co2946
co5333	co278
co100	co2186
co61	co509
co2067	co6492
co7104	co1842
co1285	co1580
co6095	co3804
co5467	co2513
co9823	co2305
co5599	co4053
co5018	co481
co2463	co6368
co2317	co3913
co7244	co2546
co1489	co2523
co191	co1612
co13113	co222
co4404	co5400
co1789	co3328
co1812	co5956
co1036	co1381
co263	co4213
co518	co649
co11296	co10059
co770	co7153
co1269	co1306
co3892	co657
co1110	co10785
co68	co276
co144	co4092
co1430	co1764
co813	co1901
co3083	co3335
co2156	co10783
co9	co4160
co3018	co2221
co345	co94
co11038	co668
co10194	co11873
co6389	co2074
co5559	co2891
co503	co521
co11743	co1673
co3159	co918
co840	co3001
co637	co43
co338	co4920
co3886	co1406
co3461	co324
co4465	co870
co10389	co3492
co1146	co7324
co3125	co3317
co7086	co4103
co480	co977
co193	co617
co881	co610
co5130	co1664
co428	co1713
co12910	co3461
co2955	co1179
co5806	co7815
co6053	co1062
co8161	co702
co8139	co4578
co3026	co1446
co4515	co3981
co3445	co1017
co4542	co6897
co1789	co1026
co2197	co892
co6808	co7683
co8939	co3200
co520	co10908
co4052	co958
co1304	co4859
co1489	co723
co340	co3034
co5021	co1323
co8829	co3282
co4697	co1651
co2639	co427
co4014	co218
co5629	co6137
co10431	co1965
co165	co12749
co62	co6419
co2446	co11000
co874	co2499
co4697	co2157
co6710	co10513
co3236	co248
co7650	co2423
co2805	co6261
co3343	co104
co4552	co841
co2389	co12139
co2998	co1458
co5905	co5801
co3755	co592
co10452	co10420
co6411	co7084
co3726	co2260
co1941	co2300
co1110	co643
co1660	co12031
co8321	co4309
co4478	co38
co7711	co210
co199	co516
co2075	co165
co1560	co4924
co1725	co324
co2903	co4501
co8267	co4433
co1311	co527
co10021	co7768
co8790	co2461
co743	co1012
co2346	co1436
co4591	co522
co9081	co9416
co1692	co583
co959	co1206
co4421	co2022
co661	co1206
co2503	co4787
co3607	co6297
co5184	co12446
co1374	co7909
co1552	co1290
co7553	co2728
co9745	co300
co1088	co7369
co467	co6494
co4199	co288
co4951	co1520
co4153	co2128
co6186	co1191
co439	co3103
co8221	co93
co9557	co11316
co8546	co2282
co2955	co289
co1346	co3926
co165	co11366
co4076	co5429
co566	co544
co3163	co615
co1911	co648
co9719	co833
co2072	co9468
co353	co4486
co1316	co6915
co8892	co8522
co6049	co1468
co5197	co10453
co11521	co10702
co1287	co8529
co2207	co10387
co675	co1227
co4492	co82
co447	co1361
co853	co1885
co1620	co7810
co3969	co508
co5045	co458
co481	co10200
co3564	co6209
co1443	co1612
co6136	co6306
co702	co4950
co994	co11776
co4442	co1805
co507	co695
co509	co14320
co958	co10341
co1174	co7968
co4223	co509
co4551	co4324
co2843	co4155
co1287	co1026
co1868	co6740
co293	co721
co17	co303
co3317	co1722
co5120	co194
co1684	co660
co2112	co2376
co565	co7853
co7577	co1841
co193	co9436
co37	co822
co319	co1570
co4480	co1831
co3578	co1418
co5758	co2834
co62	co595
co1538	co1309
co6040	co7669
co2790	co958
co4230	co2059
co2785	co583
co5008	co1476
co2795	co5919
co5396	co3150
co9924	co3564
co6314	co2992
co6688	co1426
co1716	co47
co9276	co2039
co658	co2646
co657	co116
co2108	co353
co6544	co2146
co1817	co2457
co6161	co8649
co3056	co10640
co4891	co2826
co537	co12466
co9295	co9762
co2550	co6877
co5515	co800
co4765	co149
co7893	co7958
co3644	co5213
co931	co4250
co7199	co175
co14321	co598
co2660	co165
co4686	co1738
co1085	co7049
co2850	co2473
co5378	co8746
co1782	co8565
co3870	co218
co2304	co543
co12375	co1594
co2988	co8157
co874	co3333
co851	co12033
co4860	co104
co2578	co58
co1356	co3828
co344	co3849
co8140	co8373
co7724	co5563
co7628	co507
co2357	co4282
co7210	co5726
co12636	co2553
co10482	co1292
co2116	co4142
co428	co969
co2470	co121
co1162	co3750
co2835	co9480
co10869	co10086
co1845	co7535
co54	co3112
co1538	co3902
co3198	co289
co2721	co3302
co8629	co163
co2967	co2801
co1643	co104
co2557	co1431
co12006	co8623
co11455	co1349
co203	co4944
co1215	co5048
co300	co4040
co3804	co5626
co5339	co5081
co5921	co683
co10707	co2832
co1149	co1459
co1612	co10586
co5736	co702
co4567	co9308
co3562	co2266
co5089	co9032
co4187	co6670
co1283	co4582
co7603	co1324
co6108	co7152
co8220	co1934
co686	co9240
co7931	co3970
co1714	co2846
co64	co5049
co1171	co6561
co414	co6036
co1212	co9126
co2349	co43
co7184	co1491
co11309	co1557
co300	co1595
co62	co1837
co3295	co587
co8253	co9039
co1026	co331
co1675	co3582
co5757	co17
co4395	co10687
co808	co2021
co2264	co1098
co1698	co1105
co10079	co12614
co722	co2062
co2053	co303
co25	co2297
co333	co2362
co15	co4842
co2218	co3157
co8657	co3394
co7783	co1475
co1433	co1358
co6089	co218
co1687	co391
co6286	co736
co8659	co124
co2232	co2156
co2117	co4041
co1371	co8329
co5539	co2694
co4975	co961
co3232	co903
co758	co1290
co2090	co1098
co1806	co6091
co215	co8695
co1310	co675
co2253	co2931
co206	co324
co62	co854
co10560	co12042
co793	co1166
co11047	co6752
co1221	co977
co1560	co14064
co8378	co2025
co5763	co4901
co402	co702
co1340	co2879
co1841	co987
co526	co104
co4028	co2976
co1443	co141
co11056	co2557
co12262	co4127
co5237	co970
co5707	co1321
co3414	co2721
co778	co11824
co6404	co2361
co8038	co5190
co104	co10077
co2988	co728
co722	co467
co109	co2918
co697	co8523
co1415	co3294
co582	co240
co25	co6804
co4761	co3653
co2561	co3005
co10719	co2805
co870	co2705
co14322	co324
co1572	co124
co2375	co6036
co10487	co2462
co64	co3861
co3658	co8382
co3048	co543
co299	co204
co4543	co782
co2735	co1582
co1035	co2470
co7739	co102
co3424	co5049
co8812	co5500
co1433	co12095
co193	co43
co436	co520
co1521	co1152
co13503	co5117
co8001	co6459
co144	co6843
co1215	co1054
co193	co1534
co5943	co668
co85	co2553
co1818	co542
co8436	co1376
co9782	co6123
co4243	co9652
co10409	co958
co626	co2695
co2104	co353
co3152	co1150
co3812	co5236
co12651	co1520
co1230	co2012
co72	co1334
co27	co327
co2112	co303
co67	co40
co8941	co5236
co682	co4426
co1738	co7619
co1993	co1597
co7847	co8146
co3922	co4006
co420	co4882
co4387	co1098
co480	co3063
co2406	co2868
co2803	co8594
co687	co324
co8502	co6021
co5120	co2052
co4263	co8228
co12080	co1527
co9251	co654
co8347	co331
co11159	co4412
co5132	co3645
co6621	co742
co13003	co6943
co1442	co14323
co7080	co682
co853	co1931
co5370	co420
co1092	co1275
co3389	co2067
co1098	co535
co478	co5972
co67	co1782
co1034	co2361
co170	co4192
co774	co5707
co2968	co3946
co17	co3297
co2332	co1997
co878	co6651
co10949	co1728
co4764	co6381
co8601	co8748
co2195	co6536
co4502	co4534
co945	co404
co662	co3317
co704	co8656
co509	co8494
co11715	co2503
co2948	co128
co5130	co1199
co215	co98
co25	co12253
co5025	co583
co2850	co3949
co6260	co755
co167	co10669
co6152	co640
co2028	co815
co4829	co1749
co9593	co6147
co10784	co729
co5633	co4445
co1085	co1142
co6485	co706
co13669	co2048
co4591	co1033
co2104	co3122
co1560	co2140
co67	co3922
co396	co2997
co498	co8133
co2120	co353
co618	co194
co5025	co271
co4185	co683
co10212	co10118
co1026	co1955
co1041	co974
co6465	co1166
co1085	co136
co7041	co11223
co6738	co7265
co7329	co9246
co7228	co6361
co1168	co7571
co4602	co1662
co7458	co6974
co2838	co542
co746	co432
co989	co2582
co4883	co6731
co6676	co10938
co7416	co958
co853	co12831
co8738	co4033
co3882	co2305
co3736	co2457
co2616	co2350
co4751	co6651
co3661	co3227
co62	co5362
co759	co3184
co10158	co1132
co609	co6819
co981	co909
co9543	co300
co4555	co1013
co7275	co269
co345	co3794
co768	co2695
co805	co2585
co25	co2968
co1725	co4641
co9098	co1021
co3598	co1223
co278	co359
co509	co4120
co358	co216
co8589	co702
co9490	co4507
co62	co4885
co5522	co521
co3490	co4651
co1028	co1307
co11452	co1975
co4422	co27
co4611	co5514
co1831	co289
co4086	co2999
co2352	co1215
co1230	co380
co8134	co9750
co7243	co3725
co2232	co43
co2685	co6490
co5166	co695
co235	co3136
co9830	co12
co49	co209
co132	co2819
co8780	co12360
co977	co898
co6746	co2058
co1522	co4363
co5087	co1159
co8630	co2446
co3862	co8577
co13851	co369
co4475	co3784
co2156	co4052
co6528	co293
co9259	co10223
co3488	co2570
co3860	co2178
co12065	co3522
co8634	co5730
co2865	co4835
co1948	co4350
co1842	co38
co5394	co455
co1476	co10150
co2834	co1098
co1941	co1847
co8110	co3002
co1201	co1280
co2896	co3394
co205	co3054
co5012	co3212
co768	co5682
co7955	co1106
co8985	co736
co4136	co9593
co972	co928
co1337	co2596
co6011	co3970
co2257	co4342
co3657	co8280
co731	co384
co12752	co2004
co115	co6812
co6554	co757
co5445	co1392
co25	co13506
co7086	co289
co1788	co491
co8634	co7445
co1133	co3298
co5178	co2187
co1567	co2655
co11289	co1074
co6373	co1994
co1092	co2439
co4645	co288
co4829	co1340
co2746	co286
co7266	co6336
co1808	co8441
co2365	co3914
co1808	co3369
co5567	co1441
co9025	co3945
co67	co1227
co1716	co68
co2591	co2389
co2077	co4092
co10732	co918
co997	co6565
co350	co3296
co6917	co5265
co4651	co229
co1683	co694
co509	co1241
co1746	co1643
co1275	co4052
co768	co2180
co8105	co586
co1303	co1276
co1615	co1431
co3311	co7846
co957	co8193
co1144	co1241
co358	co13768
co2382	co8543
co4121	co11031
co5461	co128
co10287	co64
co595	co1498
co9259	co5397
co2877	co1420
co3133	co6070
co2995	co7944
co2382	co6477
co10893	co5327
co3474	co2593
co5678	co3050
co1667	co5057
co2054	co7736
co1414	co4082
co4732	co4656
co3903	co1241
co3361	co3301
co1567	co2645
co5211	co1954
co2801	co1982
co509	co6016
co3478	co1593
co905	co2425
co1260	co104
co8350	co11828
co1760	co3566
co13438	co4801
co936	co3620
co364	co9831
co8261	co1173
co1846	co1645
co1949	co5224
co131	co738
co7925	co3861
co1068	co5495
co7088	co1645
co504	co565
co4975	co4570
co8235	co738
co104	co2722
co6051	co1185
co90	co104
co1224	co3368
co2134	co101
co144	co5510
co5501	co218
co1990	co319
co174	co769
co6946	co1345
co3817	co8855
co284	co6961
co3479	co1685
co3398	co4204
co4502	co165
co6856	co2105
co1671	co3249
co1511	co973
co1597	co7569
co4478	co738
co5684	co1337
co517	co602
co3396	co6105
co2131	co4500
co2883	co2156
co6702	co1968
co3265	co4040
co1725	co218
co7608	co1280
co1402	co7226
co1633	co3956
co23	co828
co4275	co165
co4853	co930
co675	co1191
co124	co9588
co2633	co222
co5883	co5188
co251	co1944
co1283	co355
co2892	co2872
co5046	co4631
co2083	co1805
co8131	co10105
co6122	co3773
co468	co538
co4213	co5686
co583	co1534
co1	co3056
co931	co311
co2610	co3461
co9214	co825
co509	co3488
co7003	co877
co1290	co2562
co12795	co2241
co6880	co9288
co2621	co8734
co2389	co12754
co11	co7990
co7531	co86
co6870	co130
co27	co1475
co12869	co14324
co1608	co650
co9501	co4363
co2128	co3315
co2758	co5251
co6863	co3548
co983	co17
co4641	co1284
co467	co3750
co6132	co1193
co702	co3306
co874	co5461
co8273	co1341
co1845	co1202
co3834	co1216
co7041	co500
co2314	co10113
co2100	co4486
co1689	co5081
co1018	co929
co14325	co1609
co4251	co4610
co12295	co775
co7313	co888
co9417	co5200
co615	co2769
co2717	co3481
co3569	co2598
co2300	co27
co7649	co9231
co5883	co679
co1064	co1931
co2758	co9711
co3239	co5800
co5339	co2155
co2048	co556
co8771	co21
co2481	co2475
co6628	co2524
co3475	co704
co10340	co1014
co316	co9900
co7133	co8755
co2383	co98
co5969	co847
co475	co5309
co1290	co7138
co923	co4545
co1199	co6
co4935	co1094
co11880	co668
co10463	co2621
co9026	co144
co4612	co7662
co3376	co136
co8492	co7674
co62	co8224
co2970	co382
co1686	co4330
co5492	co2147
co10313	co4106
co4697	co64
co3020	co4832
co1567	co896
co4519	co11171
co109	co2198
co1118	co2140
co10381	co7829
co1161	co319
co6630	co3957
co5739	co6010
co9398	co3463
co1360	co4803
co2198	co8039
co2157	co2000
co4705	co411
co4497	co9490
co2226	co5260
co4414	co2088
co859	co815
co1016	co6525
co2465	co1290
co193	co365
co539	co527
co4074	co6017
co193	co10142
co11649	co3333
co1349	co12552
co2805	co9130
co790	co3463
co2611	co8271
co6374	co4043
co9494	co4463
co2011	co289
co1716	co4975
co3373	co7325
co11435	co1557
co196	co3442
co9531	co5024
co1782	co311
co115	co6300
co2726	co2642
co2128	co7874
co5069	co5754
co2511	co7141
co7746	co5672
co3135	co577
co6082	co1609
co6044	co17
co854	co1397
co5417	co364
co1201	co6791
co2113	co7219
co274	co560
co414	co6831
co25	co5530
co466	co104
co583	co11258
co498	co136
co2102	co11159
co109	co5487
co8000	co1173
co3303	co539
co9716	co1219
co7737	co319
co5007	co9625
co5721	co824
co7944	co825
co874	co7940
co10044	co6633
co189	co4579
co5294	co1815
co5469	co4198
co11504	co7605
co5373	co4614
co8533	co132
co586	co1033
co6418	co2108
co5648	co2439
co10764	co11207
co105	co364
co5821	co706
co1910	co9408
co816	co10707
co2156	co3567
co271	co3921
co3287	co567
co6595	co1144
co1240	co3107
co1132	co1024
co11859	co74
co4303	co5149
co5512	co277
co1180	co4474
co3287	co218
co6137	co190
co5748	co7870
co2952	co10096
co1159	co206
co1875	co2260
co6692	co146
co2394	co1048
co1501	co1392
co1960	co3356
co1361	co9253
co2988	co6477
co5238	co4555
co1382	co2439
co2066	co1574
co2796	co8383
co5935	co280
co1097	co117
co2869	co4314
co2473	co930
co1503	co462
co5656	co6373
co2899	co702
co1034	co3042
co6129	co5260
co62	co946
co1095	co11422
co3280	co2296
co719	co10559
co2400	co172
co25	co2796
co311	co775
co1609	co7545
co4586	co1041
co2716	co1441
co8190	co218
co6986	co5576
co319	co4314
co327	co3227
co3119	co209
co4598	co5553
co553	co4504
co6799	co1029
co1361	co4348
co1874	co479
co1808	co10677
co2001	co612
co6643	co3951
co2308	co2373
co4050	co7025
co2253	co112
co855	co14121
co141	co2976
co3574	co755
co135	co11027
co1941	co1498
co358	co4320
co1341	co1606
co1202	co3198
co4642	co4210
